resource_id,primary_secondary,author,year,title,resource_type,resource_ISBN,resource_journal,resource_volume_pages,resource_notes
478,primary,"Tanzil, J. T. I., Brown, B. E., Tudhope, A. W., Dunne, R. P.",2009,"Decline in skeletal growth of the coral Porites lutea from the Andaman Sea, South Thailand between 1984 and 2005",paper,10.1007/s00338-008-0457-5,Coral Reefs,"28, 519-528",""
479,primary,"Herfort, L., Thake, B., Taubner, I.",2008,BICARBONATE STIMULATION OF CALCIFICATION AND PHOTOSYNTHESIS IN TWO HERMATYPIC CORALS,paper,10.1111/j.1529-8817.2007.00445.x,Journal of Phycology,"44, 91-98",""
480,primary,"Marubini, F., Thake, B.",1999,Bicarbonate addition promotes coral growth,paper,10.4319/lo.1999.44.3.0716,Limnol. Oceangr.,"44, 716-720",""
482,primary,"Horst, G. P.",2004,Effects of temperature and CO2 variation on calcification and photosynthesis of two branching reef corals,thesis,"","Unpublished MS thesis, California State University, Northridge. ","",""
492,primary,"Patterson, M. R., Sebens, K. P., Olson, R. R.",1991,In situ measurements of flow effects on primary production and dark respiration in reef corals,paper,10.4319/lo.1991.36.5.0936,Limnol. Oceangr.,"36, 936-948",""
495,primary,"Quan Young, L. I., Espinoza Avalos, J.",2006," Reduction of zooxanthellae density, chlorophyll a concentration, and tissue thickness of the coral Montastraea faveolata (Scleractinia) when competing with mixed turf algae ",paper,10.4319/lo.2006.51.2.1159,Limnol. Oceanogr.,"51, 1159-1166",""
497,primary,"Rodrigues, L. J., Grottoli, A. G.",2007,Energy reserves and metabolism as indicators of coral recovery from bleaching,paper,10.4319/lo.2007.52.5.1874,Limnol. Oceangr.,"52, 1874-1882",""
502,primary,"Anthony, K. R. N., Hoegh Guldberg, O.",2003,"Variation in coral photosynthesis, respiration and growth characteristics in contrasting light microhabitats: an analogue to plants in forest gaps and understoreys?",paper,10.1046/j.1365-2435.2003.00731.x,Functional Ecology,"17, 246-259",""
503,primary,"D’croz, L., Maté, J. L.",2004,Experimental responses to elevated water temperature in genotypes of the reef coral Pocillopora damicornis from upwelling and non-upwelling environments in Panama,paper,10.1007/s00338-004-0397-7,Coral Reefs,"23, 473-483",http://link.springer.com/article/10.1007%2Fs00338-004-0397-7
504,primary,"Schlöder, C., D'croz, L.",2004,Responses of massive and branching coral species to the combined effects of water temperature and nitrate enrichment,paper,10.1016/j.jembe.2004.08.012,Journal of Experimental Marine Biology and Ecology,"313, 255-268",""
506,primary,"Iguchi, A., Ozaki, S., Nakamura, T., Inoue, M., Tanaka, Y., Suzuki, A., Kawahata, H., Sakai, K.",2012,Effects of acidified seawater on coral calcification and symbiotic algae on the massive coral Porites australiensis,paper,10.1016/j.marenvres.2011.10.008,Marine Environmental Research,"73, 32-36",""
507,primary,"Rex, A., Montebon, F., Yap, H. T.",1995,Metabolic responses of the scleractinian coral Porites cylindrica Dana to water motion. I. Oxygen flux studies,paper,10.1016/0022-0981(95)00150-p,Journal of Experimental Marine Biology and Ecology,"186, 33-52",""
511,primary,"Roder, C., Jantzen, C., Schmidt, G. M., Kattner, G., Phongsuwan, N., Richter, C.",2011,Metabolic plasticity of the corals Porites lutea and Diploastrea heliopora exposed to large amplitude internal waves,paper,10.1007/s00338-011-0722-x,Coral Reefs,"30, 57-69",""
512,primary,"Gladfelter, E. H., Manahan, R. K., Gladfelter, W. B.",1978,Growth rates of five reef-building corals in the Northeastern Caribbean,paper,"",Bulletin of Marine Science,"28, 728-734",""
513,primary,"Gladfelter, E. H.",1984,Skeletal development in Acropora cervicornis,paper,10.1007/BF00306140,Coral Reefs,"3, 51-57","This doi is for part III. ""Skeletal development in Acropora cervicornis: III. A comparison of monthly rates of linear extension and calcium carbonate accretion measured over a year"""
514,primary,"Charuchinda, M., Hylleberg, J.",1984,Skeletal extension of Acropora formosa at a fringing reef in the Andaman Sea,paper,10.1007/BF00288257,Coral Reefs,"3, 215-219",""
519,primary,"Jokiel, P. L., Rodgers, K. S., Kuffner, I. B., Andersson, A. J., Cox, E. F., Mackenzie, F. T.",2008,Ocean acidification and calcifying reef organisms: a mesocosm investigation,paper,10.1007/s00338-008-0380-9,Coral Reefs,"27, 473-483",""
520,primary,"Hudson, J. H.",1981,"Growth rates in Montastrea annularis: a record of environmental change in Key Largo Coral Reef Marine Sanctuary, Florida",paper,10.1016/0198-0254(81)91549-1,Bulletin of Marine Science,"31, 444-459",""
522,primary,"Cruz-Pi��n, G., Carricart-Ganivet, J. P., Espinoza-Avalos, J.",2003,Monthly skeletal extension rates of the hermatypic corals Montastraea annularis and Montastraea faveolata : biological and environmental controls,paper,10.1007/s00227-003-1127-3,Marine Biology,"143, 491-500",""
523,primary,"Suzuki, A., Hibino, K., Iwase, A., Kawahata, H.",2005,Intercolony variability of skeletal oxygen and carbon isotope signatures of cultured Porites corals: Temperature-controlled experiments,paper,10.1016/j.gca.2005.05.018,Geochimica et Cosmochimica Acta,"69, 4453-4462",""
524,primary,"Linsley, B. K., Messier, R. G., Dunbar, R. B.",1999,Assessing between-colony oxygen isotope variability in the coral Porites lobata at Clipperton Atoll,paper,10.1007/s003380050148,Coral Reefs,"18, 13-27",""
525,primary,"Bessat, F., Buigues, D.",2001,Two centuries of variation in coral growth in a massive Porites colony from Moorea (French Polynesia): a response of ocean-atmosphere variability from south central Pacific,paper,10.1016/s0031-0182(01)00381-9,"Palaeogeography, Palaeoclimatology, Palaeoecology","175, 381-392",""
531,primary,"Middlebrook, R., Anthony, K. R. N., Hoegh Guldberg, O., Dove, S.",2010,Heating rate and symbiont productivity are key factors determining thermal stress in the reef-building coral Acropora formosa,paper,10.1242/jeb.031633,Journal of Experimental Biology,"213, 1026-1034",""
532,primary,"Leuzinger, S., Anthony, K. R. N., Willis, B. L.",2003,Reproductive energy investment in corals: scaling with module size,paper,10.1007/s00442-003-1305-5,Oecologia,"136, 524-531",""
533,primary,"Porter, J. W., Fitt, W. K., Spero, H. J., Rogers, C. S., White, M. W.",1989,Bleaching in reef corals: Physiological and stable isotopic responses,paper,10.1073/pnas.86.23.9342,Proceedings of the National Academy of Sciences,"86, 9342-9346",http://www.pnas.org/content/86/23/9342.full.pdf
534,primary,"Fitt, W. K., Spero, H. J., Halas, J., White, M. W., Porter, J. W.",1993,Recovery of the coral Montastrea annularis in the Florida Keys after the 1987 Caribbean ?bleaching event?,paper,10.1007/BF00302102,Coral Reefs,"12, 57-64",http://link.springer.com/article/10.1007%2FBF00302102
536,primary,"Wilkerson, F. P., Kobayashi, D., Muscatine, L.",1988,Mitotic index and size of symbiotic algae in Caribbean Reef corals,paper,10.1007/bf00301979,Coral Reefs,"7, 29-36",""
537,primary,"Jones, R. J., Yellowlees, D.",1997,Regulation and control of intracellular algae (= zooxanthellae) in hard corals,paper,10.1098/rstb.1997.0033,Philosophical Transactions of the Royal Society B: Biological Sciences,"352, 457-468",""
538,primary,"Jones, R. J.",1997,Zooxanthellae loss as a bioassay for assessing stress in corals,paper,10.3354/meps149163,Marine Ecology Progress Series,"149, 163-171",""
539,primary,"Roff, G., Kvennefors, E. C. E., Ulstrup, K. E., Fine, M., Hoegh Guldberg, O.",2007,Coral disease physiology: the impact of Acroporid white syndrome on Symbiodinium,paper,10.1007/s00338-007-0339-2,Coral Reefs,"27, 373-377",""
540,primary,"Stimson, J., Sakai, K., Sembali, H.",2002,Interspecific comparison of the symbiotic relationship in corals with high and low rates of bleaching-induced mortality,paper,10.1007/s00338-002-0264-3, Coral Reefs,"21, 409-421",""
542,primary,"Gleason, D. F.",1993,Differential effects of ultraviolet radiation on green and brown morphs of the Caribbean coral Porites astreoides,paper,10.4319/lo.1993.38.7.1452,Limnol. Oceangr.,"38, 1452-1463",""
555,primary,"Edmunds, P. J., Davies, P. S.",1986,An energy budget for Porites porites (Scleractinia),paper,10.1007/BF00392674,Marine Biology,"92, 339-347",""
556,primary,"Edmunds, P. J., Gates, R. D.",2002,Normalizing physiological data for scleractinian corals,paper,10.1007/s00338-002-0214-0,Coral Reefs,"21, 193-197",""
557,primary,"Middlebrook, R., Hoegh Guldberg, O., Leggat, W.",2008,The effect of thermal history on the susceptibility of reef-building corals to thermal stress,paper,10.1242/jeb.013284,Journal of Experimental Biology,"211, 1050-1056",""
558,primary,"Li, S., Yu, K., Shi, Q. i., Chen, T., Zhao, M., Zhao, J.",2008,Interspecies and spatial diversity in the symbiotic zooxanthellae density in corals from northern South China Sea and its relationship to coral reef bleaching,paper,10.1007/s11434-007-0514-4,Chinese Science Bulletin,"53, 295-303",http://link.springer.com/article/10.1007%2Fs11434-007-0514-4
559,primary,"Fagoonee, I.",1999,The Dynamics of Zooxanthellae Populations: A Long-Term Study in the Field,paper,10.1126/science.283.5403.843,Science,"283, 843-845",""
560,primary,"Strychar, K. B., Coates, M., Sammarco, P. W.",2004," Loss of Symbiodinium from bleached Australian scleractinian corals ( Acropora hyacinthus , Favites complanata and Porites solida ) ",paper,10.1071/mf03080,Mar. Freshwater Res.,"55, 135","The Strychar et al. paper (id: 560) say that also collected at Outer Rocks (near Barren Island, QLD), but can't find Outer Rocks and their coords are wrong in the paper."
561,primary,"Chen, C. A., Wang, J. T., Fang, L. S., Yang, Y. W.",2005,Fluctuating algal symbiont communities in Acropora palifera (Scleractinia: Acroporidae) from Taiwan,paper,10.3354/meps295113,Marine Ecology Progress Series,"295, 113-121",""
562,primary,"De Salvo, M. K., Sunagawa, S., Voolstra, C. R., Medina, M.",2010,Transcriptomic responses to heat stress and bleaching in the elkhorn coral Acropora palmata,paper,10.3354/meps08372,Marine Ecology Progress Series,"402, 97-113",""
564,primary,"Okamoto, M., Nojima, S., Furushima, Y., Nojima, H.",2005,Evaluation of coral bleaching condition in situ using an underwater pulse amplitude modulated fluorometer,paper,10.1111/j.1444-2906.2005.01036.x,Fisheries Science,"71, 847-854",""
565,primary,"Stimson, J., Kinzie, R. A.",1991,The temporal pattern and rate of release of zooxanthellae from the reef coral Pocillopora damicornis (Linnaeus) under nitrogen-enrichment and control conditions,paper,10.1016/s0022-0981(05)80006-1,Journal of Experimental Marine Biology and Ecology,"153, 63-74",""
566,primary,"Ulstrup, K. E., Berkelmans, R., Ralph, P. J., Van Oppen, M.",2006,Variation in bleaching sensitivity of two coral species across a latitudinal gradient on the Great Barrier Reef: the role of zooxanthellae,paper,10.3354/meps314135,Marine Ecology Progress Series,"314, 135-148",""
567,primary,"Loya, Y., Sakai, K., Yamazato, K., Nakano, Y., Sambali, H., Van Woesik, R.",2001,Coral bleaching: the winners and the losers,paper,10.1046/j.1461-0248.2001.00203.x,Ecology Letters,"4, 122-131",""
572,primary,"Thornhill, D. J., Rotjan, R. D., Todd, B. D., Chilcoat, G. C., Iglesias Prieto, R., Kemp, D. W., La Jeunesse, T. C., Reynolds, J. M., Schmidt, G. W., Shannon, T., Warner, M. E., Fitt, W. K.",2011,A Connection between Colony Biomass and Death in Caribbean Reef-Building Corals,paper,10.1371/journal.pone.0029535,PLoS ONE,"6, e29535",""
573,primary,"Davies, P. S.",1984,The role of zooxanthellae in the nutritional energy requirements of Pocillopora eyedouxi,paper,10.1007/BF00263571,Coral Reefs,"2, 181-186",""
574,primary,"Davies, P. S.",1980,Respiration in Some Atlantic Reef Corals in Relation to Vertical Distribution and Growth Form,paper,10.2307/1540930,Biological Bulletin,"158, 187",""
575,primary,"Porter, J. W.",1980,Primary Productivity in the Sea: Reef Corals in Situ,book_chapter,10.1007/978-1-4684-3890-1_22,Primary Productivity in the Sea,", 403-410",""
576,primary,"Gladfelter, E. H., Michel, G., Sanfelici, A.",1989,Metabolic gradients along a branch of the reef coral Acropora palmata,paper,"",Bulletin of Marine Science,"44, 1166-1173",""
577,primary,"Bythell, J. C.",1988,A total nitrogen and carbon budget for the elkhorn coral Acropora palmata (Lamarck),conference_proceedings,"",Proc 6th ICRS,"2, 535-540",""
579,primary,"Castillo, K. D., Helmuth, B. S. T.",2005,Influence of thermal history on the response of Montastraea annularis to short-term temperature exposure,paper,10.1007/s00227-005-0046-x,Marine Biology,"148, 261-270",""
580,primary,"Lesser, M. P.",2000,Depth-dependent photoacclimatization to solar ultraviolet radiation in the Caribbean coral Montastraea faveolata,paper,10.3354/meps192137,Marine Ecology Progress Series,"192, 137-151",""
581,primary,"Lesser, M. P., Weis, V. M., Patterson, M. R., Jokiel, P. L.",1994,"Effects of morphology and water motion on carbon delivery and productivity in the reef coral, Pocillopora damicornis (Linnaeus): Diffusion barriers, inorganic carbon limitation, and biochemical plasticity",paper,10.1016/0022-0981(94)90034-5,Journal of Experimental Marine Biology and Ecology,"178, 153-179",""
584,primary,"Edmunds, P. J., Davies, P. S.",1989,"An energy budget for Porites porites (Scleractinia), growing in a stressed environment",paper,10.1007/bf00304690,Coral Reefs,"8, 37-43",""
591,primary,"Oliver, J., Chalker, B., Dunlap, W.",1983,"Bathymetric adaptations of reef-building corals at davies reef, great barrier reef, Australia. I. Long-term growth responses of Acropora formosa (Dana 1846)",paper,10.1016/0022-0981(83)90003-5,Journal of Experimental Marine Biology and Ecology,"73, 11-35",""
595,primary,"Tunnicliffe, V.",1983,"Caribbean staghorn coral populations: pre-hurricane Allen conditions in Discovery Bay, Jamaica",paper,"",Bulletin of Marine Science,"33, 132-151",""
596,primary,"Highsmith, R. C., Lueptow, R. L., Schonberg, S. C.",1983,Growth and bioerosion of three massive corals on the Belize barrier reef,"",10.3354/meps013261,Marine Ecology Progress Series,"13, 261-271",""
602,primary,"Dodge, R. E., Brass, G. W.",1984,"Skeletal extension, density and calcification of the reef coral, Montastrea annularis: St. Croix, U,S. Virgin Islands",paper,"",Bulletin of Marine Science,"34, 288-307",""
603,primary,"Carricart-Ganivet, J. P., Beltran-Torres, A. U., Merino, M., Ruiz-Zarate, M. A.",2000,"Skeletal extension, density and calcification rate of the reef building coral Montastraea annularis (Ellis and Solander) in the Mexican Caribbean",paper,"",Bulletin of Marine Science,"66, 215-224",""
619,primary,"Benzoni, F.",2013,"Echinophyllia tarae sp. n. (Cnidaria, Anthozoa, Scleractinia), a new reef coral species from the Gambier Islands, French Polynesia",paper,10.3897/zookeys.318.5351,ZooKeys,"318, 59-79",""
628,primary,"Cairns, S. D.",1979,The deep water scleractinia of the Caribbean Sea and adjacent waters,paper,"",Studies on the fauna of Curacau and other Caribbean Islands,"57, 1-341",""
634,primary,"Pichon, M., Chuang, Y. Y., Chen, C. A.",2012,Pseudosiderastrea formosa sp. nov. (Cnidaria: Anthozoa: Scleractinia) a new coral species endemic to Taiwan,paper,"",Zoological Studies ,"51, 93-98",""
637,primary,"Lin, M. F., Kitahara, M. V., Tachikawa, H., Keshavmurthy, S., Chen, C. A.",2012,"A New Shallow-Water Species, Polycyathus chaishanensis sp. nov. (Scleractinia: Caryophylliidae), from Chaishan, Kaohsiung, Taiwan",paper,"",Zoological Studies,"51, 213-221",http://zoolstud.sinica.edu.tw/Journals/51.2/213.pdf
639,primary,"Bak, R.",1976,The growth of coral colonies and the importance of crustose coralline algae and burrowing sponges in relation with carbonate accumulation,paper,10.1016/0077-7579(76)90009-0,Netherlands Journal of Sea Research,"10, 285-337",""
643,primary,"Lewis, J. B., Axelson, F., Goodbody, I., Page, C., Chislett, G.",1968,Comparative growth rates of some reef corals in the Caribbean,paper,"",Marine Science Center ,"10,1-26","McGill Univ, Montreal "
670,primary,"Wellington, G. M.",1982,An experimental analysis of the effects of light and zooplankton on coral zonation,paper,10.1007/bf00367953,Oecologia,"52, 311-320",""
675,primary,"Dustan, P.",1979,Distribution of zooxanthellae and photosynthetic chloroplast pigments of the reef-building coral Montastrea annularis Ellis and Solander in relation to depth on a west Indian coral reef,paper,"",Bulletin of Marine Science,"29, 79-95",""
692,primary,"Benzoni, F.",2006,"Psammocora albopicta sp nov., a new species of Scleractinian Coral from the Indo-West Pacific (Scleractinia; Siderastreidae)",,"",Zootaxa,49-57,""
693,primary,"Benzoni, F., Stefani, F.",2012,"Porites fontanesii, a new species of hard coral (Scleractinia, Poritidae) from the southern Red Sea, the Gulf of Tadjoura, and the Gulf of Aden, and its phylogenetic relationships within the genus",,"",Zootaxa,56-68,""
694,primary,"Benzoni, F., Arrigoni, R., Waheed, Z., Stefani, F., Hoeksema, B. W.",2014,Phylogenetic relationships and revision of the genus Blastomussa (Cnidaria: Anthozoa: Scleractinia) with description of a new species,,"",Raffles Bulletin of Zoology,"62, 358-378",""
695,primary,"Claereboudt, M. R.",2006,Reef corals and coral reefs of the Gulf of Oman,,"","Historical Association of Oman, Oman","",""
697,primary,"Durham, J. W.",1947,Corals from the Gulf of California and the north Pacific Coast of America,"","",Geological Society of America Memoirs,"20, 1-62",""
698,primary,"Head, S. M.",1983, An undescribed species of Merulina and a new genus and species of siderastreid coral from the Red Sea ,,10.1080/00222938300770281,Journal of Natural History,"17, 419-435",""
699,primary,"Locke, J. M., Weil, E., Coates, K. A.",2007,Newly documented species of Madracis (Scleractinia : Pocilloporidae) from the Caribbean,"",10.2988/0006-324x(2007)120[214:andsom]2.0.co;2,Proceedings of the Biological Society of Washington,"120, 214-226",""
701,primary,"Schmidt Roach, S., Miller, K. J., Andreakis, N.",2013,"<i>Pocillopora aliciae</i>: a new species of scleractinian coral (Scleractinia, Pocilloporidae) from subtropical Eastern Australia",,10.11646/zootaxa.3626.4.11,Zootaxa,"3626, 576",""
702,primary,"Vaughan, T. W.",1907,"Some madreporarian corals from French Somaliland, East Africa, collected by Dr. Charles Gravier",,10.5479/si.00963801.32-1526.249,Proceedings of the United States National Museum,"32, 249-266",""
703,primary,"Vermeij, M. J. A., Diekmann, O. E., Bak, R. P. M.",2003,"New species of scleractinian coral (Cnidaria, anthozoa), Madracis carmabi n. sp from the Caribbean",,"",Bulletin of Marine Science,"73, 679-684",""
704,primary,"Wallace, C. C., Done, B. J., Muir, P. R.",2012,Revision and catalogue of worldwide staghorn corals Acropora and Isopora (Scleractinia: Acroporidae) in the Museum of Tropical Queensland,,"",Memoirs of the Queensland Museum,"57, 1-255",""
705,primary,"Hoeksema, B.",2014,"The “Fungia patella group” (Scleractinia, Fungiidae) revisited with a description of the mini mushroom coral Cycloseris boschmai sp. n.",,10.3897/zookeys.371.6677,ZooKeys,"371, 57-84",
706,primary,"Latypov, Y. Y.",2013,"Favia camranensis sp. n. (Scleractinia: Faviidae), a new coral species from Southern Vietnam",,10.1134/S1063074013030085,Russian Journal of Marine Biology,"39, 223-224",""
708,primary,"Kitano, Y. F., Benzoni, F., Arrigoni, R., Shirayama, Y., Wallace, C. C., Fukami, H.",2014,"A Phylogeny of the Family Poritidae (Cnidaria, Scleractinia) Based on Molecular and Morphological Analyses",,10.1371/journal.pone.0098406,PLoS ONE,"9, e98406",""
709,primary,"Terraneo, T. I., Berumen, M. L., Arrigoni, R., Waheed, Z., Bouwmeester, J., Caragnano, A., Stefani, F., Benzoni, F.",2014,"Pachyseris inattesa sp. n. (Cnidaria, Anthozoa, Scleractinia): a new reef coral species from the Red Sea and its phylogenetic relationships",,10.3897/zookeys.433.8036,ZooKeys,"433, 1-30",""
710,primary,"Schmidt Roach, S., Miller, K. J., Lundgren, P., Andreakis, N.",2014, With eyes wide open: a revision of species within and closely related to the Pocillopora damicornis species complex (Scleractinia; Pocilloporidae) using morphology and genetics ,,10.1111/zoj.12092,Zool J Linn Soc,"170, 1-33",
711,primary,"Arrigoni, R., Berumen, M. L., Terraneo, T. I., Caragnano, A., Bouwmeester, J., Benzoni, F.",2014," Forgotten in the taxonomic literature: resurrection of the scleractinian coral genus Sclerophyllia (Scleractinia, Lobophylliidae) from the Arabian Peninsula and its phylogenetic relationships ","",10.1080/14772000.2014.978915,Systematics and Biodiversity,"13, 140-163",""
721,primary,"Dinesen, Z. D.",1980,A revision of the coral genus Leptoseris (Scleractinia: Fungiina: Agariciidae),paper,"",Memoirs of the Queensland Museum,"20, 181-235",""
725,primary,"Quelch, J. J.",1886,Report of the reef-corals collected by the H.M.S. Challenger during the years 1873–1976,paper_without_doi,"","Report on the Scientific Results of the Voyage of HMS Challenger (1873-76), Zoology","16, 1-203",""
726,primary,"Sheppard, C. R. C.",1987,Coral species of the Indian Ocean and adjacent seas: a synonymized compilation and some regional distributional patterns,paper_without_doi,10.5479/si.00775630.307.1,Atoll Research Bulletin,"307, 1-32",""
727,primary,"Hoeksema, B. W.",2009,"Attached mushroom corals (Scleractinia: Fungiidae) in sediment-stressed reef conditions at Singapore, including a new species and a new record",paper_without_doi,"",Raffles Bulletin of Zoology,"S22, 81-90",""
